,Acquisitions,Explore,Inactive,Raise,Search,Investments,Acquisition Rate,Failure Rate,Still Searching
 'Andrew Saltoun ',15.0,2.0,2.0,0.0,30.0,49.0,0.30612244897959184,0.04081632653061224,0.6530612244897959
 'Sarath Boyapati ',3.0,0.0,0.0,0.0,2.0,5.0,0.6,0.0,0.4
 'J.P. Whelan ',1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0
 'Glenn Healey',16.0,0.0,6.0,0.0,0.0,22.0,0.7272727272727273,0.2727272727272727,0.0
 'Zachary Urban',3.0,0.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0
 'Julie Couillard ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Michael Kay ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Paul D. McCoy ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Will Stevenson',6.0,0.0,2.0,0.0,1.0,9.0,0.6666666666666666,0.2222222222222222,0.1111111111111111
'Michael De Anda ',9.0,0.0,4.0,0.0,0.0,13.0,0.6923076923076923,0.3076923076923077,0.0
'Gavin Turner ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jason Payne ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Brian Collins ',1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0
 'Ted McCarthy',28.0,0.0,6.0,0.0,12.0,46.0,0.6086956521739131,0.13043478260869565,0.2608695652173913
 'Richard Reese ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Kevin Taweel',51.0,0.0,5.0,0.0,9.0,65.0,0.7846153846153846,0.07692307692307693,0.13846153846153847
 'Ed Weisiger ',7.0,0.0,1.0,0.0,17.0,25.0,0.28,0.04,0.68
'Tom Matlack',15.0,0.0,0.0,0.0,2.0,17.0,0.8823529411764706,0.0,0.11764705882352941
 'Ritz Steytler',2.0,0.0,0.0,0.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333
 'Gerald Risk',74.0,1.0,21.0,0.0,28.0,124.0,0.5967741935483871,0.1693548387096774,0.23387096774193547
'Michael Aubrey ',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
'Frank Genovese ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Jeff Manley ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ashford Equity Partners ',1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5
 'Dewitt Thompson ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Ephriam Hoover ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Susan Pohlmeyer',26.0,1.0,4.0,0.0,31.0,62.0,0.41935483870967744,0.06451612903225806,0.5161290322580645
 'Kirk Riedinger',17.0,0.0,1.0,0.0,14.0,32.0,0.53125,0.03125,0.4375
 'Marc Bellaud ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Oak Drive Capital ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Tcg Search Investors ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'William F ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Rafael Somoza',35.0,1.0,2.0,0.0,9.0,47.0,0.7446808510638298,0.0425531914893617,0.2127659574468085
 'Robert Parker ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jim Ellis',47.0,0.0,7.0,0.0,10.0,64.0,0.734375,0.109375,0.15625
 'Joseph Gorman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Natalie Cryer',19.0,0.0,1.0,0.0,12.0,32.0,0.59375,0.03125,0.375
'John Barrow ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chuck Grant ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Todd Peterson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Pablo Gonzalez ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jose Antonio Fernandez Carbajal ',1.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666
 'Armando Garza Sada ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Rodrigo Herrera ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Javier Fernandez Carbajal ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Valiant Partners ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Doug Abbey ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gordon Cheung ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Nestor Cruz ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Kausik Rajgopal ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Richard Venn ',5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
 'Brett Wilson ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Robert Chefitz ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bill Polk ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Brandon Cope ',6.0,0.0,1.0,0.0,2.0,9.0,0.6666666666666666,0.1111111111111111,0.2222222222222222
 'Dan Peterson ',3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
'Chris Batterham ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Andrew Dixon ',2.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0
 'Rob Johnson ',8.0,0.0,2.0,0.0,7.0,17.0,0.47058823529411764,0.11764705882352941,0.4117647058823529
 'Frank Kenny ',2.0,0.0,2.0,0.0,4.0,8.0,0.25,0.25,0.5
 'Bryan Meehan ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Maurice Pinto ',10.0,0.0,0.0,0.0,1.0,11.0,0.9090909090909091,0.0,0.09090909090909091
 'Mike Steytler ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Simon Webster',10.0,0.0,3.0,1.0,19.0,33.0,0.30303030303030304,0.09090909090909091,0.6060606060606061
 'Keith Willey ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Neil Rackman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ralph James',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Steve Hollis ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Paul Rogers',13.0,0.0,3.0,0.0,0.0,16.0,0.8125,0.1875,0.0
 'Ben Capell',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Peter Kurzina ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jim Sharpe',12.0,0.0,3.0,0.0,1.0,16.0,0.75,0.1875,0.0625
 'Josh Weinstein',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gary Furst',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'David Dodson',66.0,1.0,18.0,0.0,38.0,123.0,0.5365853658536586,0.14634146341463414,0.3170731707317073
 'Richard Kincaid ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Robert Whitelaw',9.0,0.0,3.0,0.0,1.0,13.0,0.6923076923076923,0.23076923076923078,0.07692307692307693
 'Rick Bruder',11.0,0.0,4.0,0.0,1.0,16.0,0.6875,0.25,0.0625
 'Elliot Sainer',3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
 'Tomas Bergstrand',17.0,0.0,7.0,0.0,13.0,37.0,0.4594594594594595,0.1891891891891892,0.35135135135135137
 'Jason Luther',11.0,0.0,1.0,0.0,3.0,15.0,0.7333333333333333,0.06666666666666667,0.2
 'Scott Alderman',44.0,0.0,10.0,1.0,27.0,82.0,0.5365853658536586,0.12195121951219512,0.34146341463414637
 'Jon Staenberg',3.0,0.0,0.0,0.0,2.0,5.0,0.6,0.0,0.4
 'Craig Jones',8.0,0.0,2.0,0.0,6.0,16.0,0.5,0.125,0.375
 'Jan Simon',7.0,0.0,0.0,0.0,22.0,29.0,0.2413793103448276,0.0,0.7586206896551724
 'Harold Mottet',11.0,0.0,0.0,0.0,2.0,13.0,0.8461538461538461,0.0,0.15384615384615385
'Coley Andrews',92.0,1.0,20.0,1.0,39.0,153.0,0.6013071895424836,0.13071895424836602,0.2679738562091503
 'James Berylson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Frank Ghali ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Lenny Mendonca',3.0,0.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0
 'Bill Powers ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'David Salisbury ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Marc Singer ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Hermann Simon',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Siegfried Mueller',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Robert Whitelaw',11.0,0.0,4.0,0.0,1.0,16.0,0.6875,0.25,0.0625
 'Mark Rothschild',7.0,0.0,2.0,0.0,1.0,10.0,0.7,0.2,0.1
 'Dick Allen ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Brad Jones ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Robert Mittendorff',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Billy (William) Maguy ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Bipin Agarwal ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Sal Mahbouba',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Christoph Ludwig ',3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
 'Hiten Varia ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Keith Gillespie ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Allen Hill ',7.0,0.0,0.0,0.0,1.0,8.0,0.875,0.0,0.125
 'Chuck Salzman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Fraser Black ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Don Sanders ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jim Franke ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Tushar Shah',21.0,0.0,6.0,0.0,33.0,60.0,0.35,0.1,0.55
 'Sidney Hynes ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Alina Osorio ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Josh Harlan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Pat Madigan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Matthew Burr',30.0,1.0,5.0,0.0,21.0,57.0,0.5263157894736842,0.08771929824561403,0.38596491228070173
 'David Chandler',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Rob Healy',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Tim Murray',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'William Royall ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gunnar Bjorklund ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Anders Brag ',1.0,0.0,1.0,0.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
 'Keith Gross',9.0,0.0,1.0,0.0,11.0,21.0,0.42857142857142855,0.047619047619047616,0.5238095238095238
 'Jonathan Schatz',4.0,0.0,0.0,0.0,5.0,9.0,0.4444444444444444,0.0,0.5555555555555556
'Richard Augustyn',92.0,1.0,30.0,3.0,41.0,167.0,0.5508982035928144,0.17964071856287425,0.2694610778443114
'Timothy Bovard',11.0,0.0,1.0,0.0,9.0,21.0,0.5238095238095238,0.047619047619047616,0.42857142857142855
 'Jeremy Silverman',9.0,0.0,0.0,0.0,8.0,17.0,0.5294117647058824,0.0,0.47058823529411764
 'Andrea Gonzalez Corleto',5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
 'Chris Fuller',2.0,0.0,0.0,0.0,9.0,11.0,0.18181818181818182,0.0,0.8181818181818182
 'Zachary Kahane',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Brad Fauvre ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Michael T. Fries ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Grant M. Inman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Scott Lynn ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chris Mathias ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'David Prokupek ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gary Seehoff ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Michelle Fortier',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Peter Kelly',32.0,1.0,4.0,0.0,2.0,39.0,0.8205128205128205,0.10256410256410256,0.07692307692307693
 'Andrew Stevenson ',3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
 'Nicholas Stonnington ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Brian McGuigan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ken Alston',3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
 'Jeff Diermeier ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chris Lewis ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Courtney Shea ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Stan Baratz ',3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
 'Avinash Ambale ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Stan Bell ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Richard Butler ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'George Daum ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Thomas Hudson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Billy (William) Maguy ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chris Walker ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Rick Ruback',9.0,0.0,1.0,0.0,1.0,11.0,0.8181818181818182,0.09090909090909091,0.09090909090909091
 'Royce Yudkoff',9.0,0.0,1.0,0.0,3.0,13.0,0.6923076923076923,0.07692307692307693,0.23076923076923078
'Andy Love',50.0,0.0,6.0,0.0,40.0,96.0,0.5208333333333334,0.0625,0.4166666666666667
 'Brad Buser',50.0,0.0,6.0,0.0,31.0,87.0,0.5747126436781609,0.06896551724137931,0.3563218390804598
 'B.A. Cullum',27.0,0.0,2.0,0.0,22.0,51.0,0.5294117647058824,0.0392156862745098,0.43137254901960786
 'Jon Altschuler',5.0,0.0,2.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0
 'Ganesh Betanabhatla ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'John De Meritt ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Steve Duke ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Glenn Hubbard',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Karl Kurz ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Alberto Martin-Sobern ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gabriel Wood ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Fred Coulson ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Aaron Handke ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Joe Onofrio ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Ken Bowdon',7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
 'Anthony Roberts',5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
 'Michael Klein ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Badge Stone',22.0,0.0,2.0,0.0,33.0,57.0,0.38596491228070173,0.03508771929824561,0.5789473684210527
 'Steve Ressler',3.0,0.0,0.0,0.0,3.0,6.0,0.5,0.0,0.5
 'Wei Lin',1.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666
 'Andy Love',42.0,0.0,6.0,0.0,35.0,83.0,0.5060240963855421,0.07228915662650602,0.42168674698795183
 'Austin Beutel ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Duane Phillips ',2.0,0.0,0.0,0.0,5.0,7.0,0.2857142857142857,0.0,0.7142857142857143
 'Rick Ruback',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gerald Sheff ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Casper De Clercq ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 ' Nicholas Greenspan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 ' Robert Sternfels ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Ruben Perez ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Heath Ritenour ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Craig Peterson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chris Mahowald',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Steven Meltzer ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Trygve Mikkelsen ',1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0
 'David Thompson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Daniel Reese',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jim Perry ',12.0,0.0,3.0,0.0,2.0,17.0,0.7058823529411765,0.17647058823529413,0.11764705882352941
 'Rachel Sheridan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Paul Sheridan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ravi Mallik',1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0
'Bob Oster ',13.0,0.0,8.0,0.0,0.0,21.0,0.6190476190476191,0.38095238095238093,0.0
 'Bret Comolli',26.0,0.0,1.0,0.0,8.0,35.0,0.7428571428571429,0.02857142857142857,0.22857142857142856
 'Ed Haldeman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Steve Kaufmann ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'William Norvell',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Robert Cherun ',1.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666
 'Hernan Saenz ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Doug Tudor ',21.0,2.0,4.0,0.0,12.0,39.0,0.5384615384615384,0.10256410256410256,0.358974358974359
 'Brendan Wallace ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Meagan Hill',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bob Adelson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Len Bartolom ',8.0,0.0,2.0,0.0,8.0,18.0,0.4444444444444444,0.1111111111111111,0.4444444444444444
 'Luis Cabiedes',5.0,0.0,0.0,0.0,5.0,10.0,0.5,0.0,0.5
 'Jrgen Rilling ',5.0,1.0,3.0,0.0,9.0,18.0,0.2777777777777778,0.16666666666666666,0.5555555555555556
'Christopher Heinz ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bruce Macleod ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'James Goodman',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'German Pereira ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'John Puckett ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Charles Shumway ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Matthew Day ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Clint Peterson',4.0,0.0,0.0,0.0,6.0,10.0,0.4,0.0,0.6
 'Brian Kelly',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Howard Balloch ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Pierre Donaldson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Georges Karam ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Maurice Pinsonnault ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Pierre Thabet ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Andr Courtemanche ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Marcel Dutil ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Francois Lambert ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Guy Savard ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'A.J. Wasserstein',34.0,0.0,8.0,0.0,3.0,45.0,0.7555555555555555,0.17777777777777778,0.06666666666666667
 'Lacey Wismer',10.0,1.0,7.0,0.0,9.0,27.0,0.37037037037037035,0.25925925925925924,0.37037037037037035
 'Matt Zucker',3.0,0.0,0.0,0.0,4.0,7.0,0.42857142857142855,0.0,0.5714285714285714
 'Michael Rutner',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'John Hunkin ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Carolyn Hubach',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Andrew Hunter ',8.0,1.0,1.0,0.0,3.0,13.0,0.6153846153846154,0.07692307692307693,0.3076923076923077
'Jose Antonio Fernandez Garza-Laguera ',2.0,0.0,0.0,0.0,4.0,6.0,0.3333333333333333,0.0,0.6666666666666666
 'Pelayo Cortina Koplowitz ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jose Rion Cantu ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Mario Laborin Gomez ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bernard Minkow Wengerman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Javier Najera Muoz ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Tobias Raeber ',4.0,0.0,0.0,0.0,13.0,17.0,0.23529411764705882,0.0,0.7647058823529411
