COUNTY,COUNT LOANS,SUM AVG VALUE LOANS
13275,110," $62,250,000 "
13101,19," $6,025,000 "
13277,93," $45,375,000 "
13071,57," $24,300,000 "
13177,93," $55,325,000 "
13095,117," $54,150,000 "
13205,30," $12,975,000 "
13321,15," $5,450,000 "
13261,35," $15,925,000 "
13287,7," $2,600,000 "
13007,6," $4,000,000 "
13273,2," $500,000 "
13131,9," $2,675,000 "
13087,33," $24,325,000 "
13307,3," $4,000,000 "
13215,270," $162,275,000 "
13145,44," $25,625,000 "
13053,0, $-   
13259,3," $1,175,000 "
12019,176," $87,725,000 "
12109,547," $295,200,000 "
12107,82," $46,650,000 "
12121,52," $23,850,000 "
12067,5," $2,925,000 "
12029,8," $2,850,000 "
12041,10," $5,850,000 "
12089,103," $41,650,000 "
12023,71," $33,650,000 "
12003,26," $12,725,000 "
12007,18," $6,625,000 "
12001,430," $246,700,000 "
12047,2," $500,000 "
12125,12," $8,350,000 "
12079,11," $6,125,000 "
12031,1799," $1,136,625,000 "
12035,82," $37,600,000 "
12127,733," $380,150,000 "
12069,558," $316,275,000 "
12083,507," $271,425,000 "
12119,91," $70,100,000 "
12073,571," $301,775,000 "
12065,4," $2,250,000 "
12037,24," $8,550,000 "
12077,22," $15,725,000 "
12039,26," $14,825,000 "
12129,2," $500,000 "
12123,23," $12,825,000 "
12005,336," $183,925,000 "
12131,266," $115,925,000 "
12133,3," $1,600,000 "
12063,26," $13,975,000 "
12013,22," $10,125,000 "
12059,11," $4,000,000 "
12045,5," $2,500,000 "
12033,559," $318,200,000 "
12113,171," $90,075,000 "
12091,320," $170,450,000 "
12075,54," $26,550,000 "
12117,881," $512,250,000 "
12095,3115," $1,938,175,000 "
12009,881," $484,800,000 "
12097,301," $144,300,000 "
12061,306," $157,650,000 "
12087,258," $114,125,000 "
12086,6866," $4,070,150,000 "
12011,5010," $2,940,475,000 "
12099,3937," $2,347,700,000 "
12085,377," $182,675,000 "
12051,60," $41,025,000 "
12043,24," $9,800,000 "
12057,3133," $2,019,875,000 "
12101,518," $287,675,000 "
12053,171," $74,875,000 "
12105,810," $467,600,000 "
12081,689," $392,625,000 "
12103,2195," $1,369,175,000 "
12055,124," $53,225,000 "
12049,26," $8,625,000 "
12027,8," $4,525,000 "
12071,1632," $896,075,000 "
12015,234," $100,325,000 "
12021,809," $435,825,000 "
12115,1115," $636,775,000 "
12017,118," $68,875,000 "
12111,412," $220,525,000 "
12093,3," $1,175,000 "
1115,104," $51,650,000 "
1073,1505," $1,020,100,000 "
1125,338," $197,525,000 "
1127,60," $34,175,000 "
1117,645," $406,925,000 "
1051,66," $30,725,000 "
1123,15," $15,200,000 "
1037,47," $25,525,000 "
1009,84," $55,675,000 "
1121,98," $75,275,000 "
1103,203," $139,250,000 "
1043,104," $61,725,000 "
1095,89," $47,425,000 "
1007,30," $16,250,000 "
1105,12," $8,775,000 "
1021,27," $13,100,000 "
1133,52," $26,400,000 "
1027,12," $11,600,000 "
1015,60," $29,750,000 "
1055,33," $19,475,000 "
1065,14," $8,550,000 "
1119,5," $4,200,000 "
1107,11," $8,975,000 "
1063,7," $3,450,000 "
1079,29," $32,075,000 "
1057,10," $6,175,000 "
1093,7," $7,125,000 "
1075,26," $14,375,000 "
1059,39," $25,425,000 "
1033,78," $67,275,000 "
1083,68," $43,500,000 "
1077,150," $81,950,000 "
1089,704," $509,450,000 "
1071,31," $23,425,000 "
1049,98," $59,550,000 "
1019,69," $30,200,000 "
1001,28," $12,500,000 "
1011,0, $-   
1109,55," $38,625,000 "
1041,2," $925,000 "
1031,38," $18,225,000 "
1045,170," $104,125,000 "
1101,534," $325,825,000 "
1087,132," $76,325,000 "
1013,22," $13,400,000 "
1067,20," $9,650,000 "
1005,2," $500,000 "
1113,64," $37,825,000 "
1039,31," $13,250,000 "
1131,8," $5,375,000 "
1085,33," $24,300,000 "
1035,65," $38,375,000 "
1099,2," $1,750,000 "
1029,42," $18,925,000 "
1111,16," $10,200,000 "
1017,90," $52,900,000 "
1061,19," $10,950,000 "
1069,147," $81,275,000 "
1053,24," $15,875,000 "
1025,44," $27,125,000 "
1003,471," $217,050,000 "
1097,740," $496,450,000 "
1129,14," $6,025,000 "
1023,7," $3,025,000 "
1047,14," $4,775,000 "
1091,37," $24,500,000 "
1081,56," $29,800,000 "
47147,175," $91,350,000 "
47125,93," $63,375,000 "
47037,2588," $1,790,975,000 "
47041,36," $16,150,000 "
47159,9," $3,950,000 "
47189,33," $13,725,000 "
47149,468," $255,425,000 "
47187,392," $244,275,000 "
47021,43," $26,100,000 "
47015,31," $13,225,000 "
47031,41," $21,525,000 "
47003,117," $67,550,000 "
47117,2," $1,750,000 "
47111,10," $8,350,000 "
47169,76," $30,300,000 "
47165,253," $142,275,000 "
47161,4," $1,000,000 "
47081,49," $30,225,000 "
47043,15," $7,950,000 "
47087,8," $7,775,000 "
47135,1," $250,000 "
47101,11," $5,275,000 "
47103,58," $33,200,000 "
47055,42," $33,950,000 "
47083,8," $2,850,000 "
47085,27," $14,225,000 "
47119,6," $1,500,000 "
47181,7," $3,875,000 "
47061,6," $2,350,000 "
47175,2," $925,000 "
47177,16," $7,775,000 "
47153,4," $1,000,000 "
47127,26," $13,150,000 "
47027,15," $8,275,000 "
47051,12," $5,950,000 "
47065,888," $560,575,000 "
47107,52," $30,550,000 "
47139,18," $10,300,000 "
47121,3," $1,600,000 "
47011,84," $44,300,000 "
47123,1," $675,000 "
47143,10," $4,175,000 "
47007,51," $25,675,000 "
47035,55," $22,625,000 "
47115,93," $66,550,000 "
47157,1799," $1,203,075,000 "
47019,108," $80,775,000 "
47171,0, $-   
47179,135," $98,775,000 "
47163,157," $93,175,000 "
47059,53," $28,625,000 "
47091,4," $5,500,000 "
47073,97," $49,950,000 "
47009,186," $120,775,000 "
47001,135," $117,725,000 "
47173,16," $9,375,000 "
47025,11," $5,275,000 "
47057,9," $4,775,000 "
47093,1075," $685,925,000 "
47063,51," $29,575,000 "
47029,17," $13,175,000 "
47013,36," $16,200,000 "
47129,18," $10,400,000 "
47155,197," $107,900,000 "
47089,109," $101,725,000 "
47049,1," $250,000 "
47067,5," $2,100,000 "
47151,16," $10,725,000 "
47105,68," $39,925,000 "
47145,15," $5,850,000 "
47033,11," $3,600,000 "
47047,166," $103,650,000 "
47167,21," $15,875,000 "
47075,98," $51,975,000 "
47113,22," $11,400,000 "
47045,40," $20,425,000 "
47069,7," $3,850,000 "
47097,18," $9,150,000 "
47109,12," $10,025,000 "
47023,20," $18,025,000 "
47053,34," $17,275,000 "
47095,1," $250,000 "
47131,66," $42,500,000 "
47183,59," $34,450,000 "
47079,5," $2,525,000 "
47017,158," $94,875,000 "
47005,0, $-   
47071,31," $17,750,000 "
47039,6," $2,350,000 "
47077,27," $12,625,000 "
47099,7," $5,100,000 "
47141,7," $2,175,000 "
47133,112," $48,300,000 "
47185,38," $24,400,000 "
47137,18," $7,475,000 "
28071,12," $7,100,000 "
28137,24," $9,375,000 "
28139,20," $9,225,000 "
28009,45," $26,250,000 "
28119,6," $1,500,000 "
28107,40," $24,075,000 "
28145,15," $4,175,000 "
28033,119," $58,925,000 "
28093,82," $34,825,000 "
28011,55," $26,275,000 "
28027,21," $11,150,000 "
28143,8," $6,100,000 "
28115,271," $141,600,000 "
28135,43," $28,100,000 "
28117,2," $500,000 "
28003,59," $36,700,000 "
28151,66," $51,775,000 "
28125,2," $1,750,000 "
28133,8," $6,100,000 "
28083,60," $46,275,000 "
28055,1," $250,000 "
28053,1," $250,000 "
28081,105," $66,500,000 "
28057,16," $21,875,000 "
28095,41," $22,350,000 "
28141,16," $7,350,000 "
28013,20," $16,900,000 "
28017,0, $-   
28043,0, $-   
28097,2," $1,350,000 "
28155,6," $2,350,000 "
28015,10," $5,000,000 "
28161,2," $500,000 "
28051,6," $3,200,000 "
28163,14," $11,775,000 "
28049,508," $329,400,000 "
28089,332," $204,225,000 "
28121,111," $81,825,000 "
28129,86," $53,300,000 "
28127,27," $17,575,000 "
28007,14," $9,800,000 "
28099,8," $4,100,000 "
28079,35," $17,900,000 "
28123,16," $6,550,000 "
28101,4," $1,425,000 "
28029,4," $1,850,000 "
28063,49," $31,500,000 "
28037,45," $20,150,000 "
28085,9," $8,850,000 "
28021,3," $3,675,000 "
28159,0, $-   
28019,26," $14,275,000 "
28031,169," $98,625,000 "
28065,37," $36,225,000 "
28001,6," $16,925,000 "
28077,2," $1,750,000 "
28149,50," $25,925,000 "
28067,118," $66,625,000 "
28061,10," $16,350,000 "
28075,19," $11,375,000 "
28023,102," $60,125,000 "
28069,1," $675,000 "
28153,14," $10,125,000 "
28103,39," $37,050,000 "
28041,24," $13,900,000 "
28073,28," $9,950,000 "
28035,22," $8,900,000 "
28091,18," $11,550,000 "
28111,3," $1,600,000 "
28045,75," $39,000,000 "
28109,11," $3,175,000 "
28059,173," $88,525,000 "
28039,0, $-   
28131,15," $7,125,000 "
28147,37," $20,200,000 "
28047,263," $142,950,000 "
28113,19," $10,225,000 "
28005,7," $2,600,000 "
28157,10," $4,600,000 "
28087,71," $39,050,000 "
28105,4," $1,850,000 "
28025,64," $32,600,000 "
13037,19," $7,300,000 "
13099,15," $13,200,000 "
13201,1," $675,000 "
13061,7," $5,925,000 "
13253,4," $1,000,000 "
13243,2," $1,750,000 "
13239,0, $-   
21073,12," $6,375,000 "
21211,159," $116,050,000 "
21179,63," $34,925,000 "
21103,28," $14,050,000 "
21223,1," $250,000 "
21041,11," $6,525,000 "
21229,13," $7,900,000 "
21215,1," $675,000 "
21045,10," $7,025,000 "
21217,21," $13,150,000 "
21087,20," $11,225,000 "
21155,21," $12,300,000 "
21185,64," $39,975,000 "
21005,0, $-   
21029,67," $38,675,000 "
21111,1750," $1,321,750,000 "
21093,132," $74,100,000 "
21123,4," $1,850,000 "
21167,8," $5,775,000 "
21163,16," $8,625,000 "
21027,9," $7,175,000 "
21085,6," $2,350,000 "
21183,5," $5,350,000 "
21181,5," $2,100,000 "
21069,2," $925,000 "
21017,16," $19,850,000 "
21011,6," $3,600,000 "
21197,4," $1,850,000 "
21049,27," $12,200,000 "
21065,2," $1,750,000 "
21205,18," $7,050,000 "
21165,12," $6,350,000 "
21209,116," $73,950,000 "
21067,714," $440,975,000 "
21021,50," $34,775,000 "
21173,4," $2,675,000 "
21129,1," $250,000 "
21113,109," $52,675,000 "
21239,128," $88,200,000 "
21063,0, $-   
21043,18," $7,475,000 "
21187,3," $1,175,000 "
21097,31," $21,825,000 "
21151,92," $45,225,000 "
21175,1," $675,000 "
21109,0, $-   
21051,17," $10,475,000 "
21125,59," $33,150,000 "
21079,20," $11,750,000 "
21203,2," $500,000 "
21199,77," $40,200,000 "
21137,3," $1,175,000 "
21189,5," $4,175,000 "
21235,5," $2,100,000 "
21121,42," $24,125,000 "
21147,5," $3,350,000 "
21095,14," $9,700,000 "
21131,10," $3,775,000 "
21013,18," $16,475,000 "
21133,12," $10,350,000 "
21193,3," $1,175,000 "
21037,125," $78,875,000 "
21023,0, $-   
21161,13," $6,200,000 "
21081,6," $4,425,000 "
21191,7," $3,850,000 "
21201,1," $250,000 "
21015,145," $129,450,000 "
21117,420," $307,775,000 "
21077,5," $2,925,000 "
21135,19," $13,875,000 "
21089,25," $12,450,000 "
21019,91," $52,000,000 "
21127,0, $-   
21115,20," $8,800,000 "
21159,10," $11,850,000 "
21071,27," $19,600,000 "
21025,1," $675,000 "
21237,3," $750,000 "
21153,5," $1,675,000 "
21119,44," $29,525,000 "
21195,97," $75,000,000 "
21145,164," $102,450,000 "
21083,64," $29,900,000 "
21157,28," $23,575,000 "
21035,47," $25,800,000 "
21039,1," $250,000 "
21105,8," $2,850,000 "
21007,5," $5,350,000 "
21139,8," $7,775,000 "
21055,11," $6,525,000 "
21143,5," $2,100,000 "
21221,15," $6,275,000 "
21075,1," $675,000 "
21033,0, $-   
21061,20," $14,050,000 "
21227,111," $77,600,000 "
21031,141," $91,050,000 "
21213,2," $925,000 "
21003,30," $25,975,000 "
21009,10," $4,625,000 "
21169,56," $31,200,000 "
21099,12," $3,850,000 "
21001,13," $13,950,000 "
21057,26," $20,250,000 "
21171,9," $3,925,000 "
21141,5," $1,675,000 "
21219,12," $4,275,000 "
21047,76," $48,800,000 "
21177,5," $1,675,000 "
21101,77," $48,200,000 "
21149,21," $8,225,000 "
21059,176," $113,675,000 "
21091,6," $1,925,000 "
21233,8," $2,850,000 "
21225,16," $6,525,000 "
21107,60," $31,575,000 "
21231,0, $-   
21207,3," $2,000,000 "
21053,17," $8,875,000 "
39089,253," $136,450,000 "
39049,2730," $2,048,150,000 "
39041,451," $303,650,000 "
39117,81," $45,725,000 "
39083,21," $9,475,000 "
39031,108," $69,525,000 "
39075,21," $21,225,000 "
39159,82," $59,650,000 "
39021,20," $8,375,000 "
39023,232," $158,450,000 "
39139,145," $85,425,000 "
39045,129," $74,975,000 "
39097,200," $141,075,000 "
39119,103," $67,100,000 "
39091,64," $32,750,000 "
39127,20," $12,900,000 "
39129,23," $16,800,000 "
39141,79," $45,625,000 "
39073,105," $64,325,000 "
39047,33," $22,325,000 "
39057,404," $254,750,000 "
39163,38," $21,925,000 "
39027,91," $52,100,000 "
39101,6," $3,175,000 "
39033,106," $65,775,000 "
39003,121," $87,750,000 "
39065,9," $5,200,000 "
39175,20," $14,575,000 "
39063,171," $111,775,000 "
39147,93," $94,950,000 "
39011,148," $84,775,000 "
39149,170," $136,700,000 "
39173,239," $180,650,000 "
39143,32," $17,275,000 "
39123,123," $93,550,000 "
39095,874," $667,875,000 "
39043,165," $91,750,000 "
39171,30," $15,500,000 "
39069,16," $6,975,000 "
39051,130," $91,875,000 "
39039,91," $55,900,000 "
39125,37," $22,600,000 "
39137,85," $57,100,000 "
39121,1," $250,000 "
39059,37," $21,325,000 "
39013,62," $49,225,000 "
39111,8," $4,100,000 "
39115,30," $12,125,000 "
39009,43," $19,600,000 "
39157,175," $111,500,000 "
39167,103," $78,050,000 "
39067,32," $15,600,000 "
39081,69," $40,375,000 "
39019,45," $22,625,000 "
39029,78," $39,225,000 "
39093,378," $224,275,000 "
39007,117," $65,650,000 "
39035,3207," $2,465,400,000 "
39055,448," $279,125,000 "
39085,400," $254,225,000 "
39103,470," $294,625,000 "
39153,1293," $835,150,000 "
39155,347," $256,200,000 "
39151,676," $469,675,000 "
39133,311," $214,875,000 "
39169,106," $52,975,000 "
39005,197," $136,250,000 "
39099,655," $419,700,000 "
39077,104," $84,625,000 "
39061,2307," $1,722,375,000 "
39017,452," $326,550,000 "
39135,35," $19,800,000 "
39165,619," $492,600,000 "
39113,857," $607,225,000 "
39015,6," $4,025,000 "
39001,15," $7,850,000 "
39025,311," $179,800,000 "
39071,59," $27,275,000 "
39131,16," $10,275,000 "
39037,111," $64,000,000 "
39109,66," $39,000,000 "
39107,52," $42,125,000 "
39079,1," $675,000 "
39145,140," $92,050,000 "
39053,22," $11,300,000 "
39105,29," $10,200,000 "
39087,33," $25,575,000 "
39161,41," $38,225,000 "
18095,226," $125,750,000 "
18035,179," $107,125,000 "
18057,937," $739,475,000 "
18159,37," $33,525,000 "
18011,391," $285,975,000 "
18023,102," $47,325,000 "
18107,28," $17,000,000 "
18053,45," $33,900,000 "
18097,1904," $1,406,500,000 "
18067,55," $33,950,000 "
18059,121," $82,275,000 "
18015,54," $22,375,000 "
18157,152," $94,550,000 "
18063,176," $101,975,000 "
18065,65," $39,875,000 "
18139,56," $27,775,000 "
18133,60," $36,950,000 "
18109,129," $69,425,000 "
18081,175," $104,425,000 "
18145,47," $23,675,000 "
18119,88," $61,900,000 "
18005,73," $57,325,000 "
18041,35," $16,200,000 "
18121,23," $13,625,000 "
18105,123," $64,125,000 "
18031,5," $2,100,000 "
18013,7," $5,100,000 "
18047,44," $46,875,000 "
18127,164," $106,675,000 "
18089,973," $622,450,000 "
18073,33," $22,325,000 "
18111,34," $16,125,000 "
18091,175," $111,525,000 "
18131,4," $1,000,000 "
18149,47," $41,900,000 "
18049,5," $4,925,000 "
18099,52," $36,975,000 "
18085,141," $98,775,000 "
18141,541," $431,575,000 "
18039,523," $364,250,000 "
18087,76," $54,175,000 "
18113,43," $22,100,000 "
18183,92," $59,700,000 "
18069,28," $18,550,000 "
18169,32," $22,150,000 "
18151,63," $45,150,000 "
18003,855," $583,425,000 "
18033,111," $77,850,000 "
18001,96," $77,300,000 "
18179,67," $42,925,000 "
18075,26," $15,250,000 "
18103,47," $29,900,000 "
18017,43," $28,500,000 "
18009,8," $2,850,000 "
18181,81," $61,650,000 "
18115,3," $1,175,000 "
18029,53," $27,050,000 "
18161,74," $47,625,000 "
18137,44," $32,350,000 "
18155,3," $2,425,000 "
18079,37," $25,325,000 "
18077,1," $250,000 "
18143,0, $-   
18071,159," $102,975,000 "
18019,308," $201,100,000 "
18175,30," $26,500,000 "
18043,100," $52,200,000 "
18061,11," $4,450,000 "
18093,1," $250,000 "
18117,20," $18,050,000 "
18025,24," $10,625,000 "
18123,18," $12,050,000 "
18135,23," $14,150,000 "
18177,7," $3,850,000 "
18055,85," $57,525,000 "
18021,2," $500,000 "
18101,4," $1,425,000 "
18037,124," $89,250,000 "
18153,14," $15,275,000 "
18027,54," $27,775,000 "
18083,63," $35,725,000 "
18173,55," $25,175,000 "
18147,43," $25,650,000 "
18125,8," $6,100,000 "
18129,88," $60,750,000 "
18163,363," $254,675,000 "
18051,86," $65,325,000 "
18167,149," $96,100,000 "
18165,13," $8,175,000 "
18171,11," $8,200,000 "
18007,12," $11,600,000 "
18045,10," $4,200,000 "
26147,221," $127,400,000 "
26087,158," $88,725,000 "
26099,1683," $1,163,025,000 "
26125,4457," $3,148,000,000 "
26151,54," $45,525,000 "
26163,2506," $1,835,750,000 "
26161,727," $473,975,000 "
26115,202," $149,025,000 "
26093,448," $239,450,000 "
26075,308," $214,150,000 "
26091,158," $104,425,000 "
26049,448," $311,875,000 "
26063,50," $30,600,000 "
26155,82," $49,000,000 "
26157,70," $44,500,000 "
26145,374," $256,950,000 "
26017,172," $108,575,000 "
26051,3," $1,175,000 "
26129,22," $12,975,000 "
26011,16," $12,725,000 "
26111,169," $94,050,000 "
26035,41," $24,800,000 "
26057,69," $33,500,000 "
26073,159," $108,175,000 "
26119,1," $250,000 "
26135,11," $10,100,000 "
26143,26," $22,650,000 "
26113,13," $4,100,000 "
26133,15," $6,700,000 "
26039,5," $2,525,000 "
26001,11," $3,175,000 "
26069,25," $12,150,000 "
26007,1," $1,500,000 "
26065,519," $353,825,000 "
26037,36," $19,425,000 "
26081,1781," $1,402,175,000 "
26117,53," $34,900,000 "
26067,109," $53,425,000 "
26025,74," $35,225,000 "
26045,206," $135,950,000 "
26015,81," $49,600,000 "
26107,41," $23,500,000 "
26077,633," $457,425,000 "
26159,100," $54,975,000 "
26005,571," $436,025,000 "
26023,59," $30,850,000 "
26149,57," $38,325,000 "
26021,236," $128,950,000 "
26027,104," $74,700,000 "
26059,55," $29,025,000 "
26121,294," $184,075,000 "
26123,13," $7,875,000 "
26085,62," $47,175,000 "
26139,652," $469,675,000 "
26127,23," $12,050,000 "
26105,50," $35,900,000 "
26101,4," $1,425,000 "
26165,8," $4,125,000 "
26055,227," $128,700,000 "
26009,43," $29,550,000 "
26079,39," $41,775,000 "
26019,23," $20,025,000 "
26089,160," $76,875,000 "
26047,47," $18,500,000 "
26031,113," $55,950,000 "
26141,54," $35,800,000 "
26033,42," $32,550,000 "
26029,8," $2,850,000 "
26097,18," $9,450,000 "
26137,57," $29,225,000 "
26043,60," $43,325,000 "
26061,42," $19,350,000 "
26083,3," $1,175,000 "
26003,10," $4,200,000 "
26041,72," $43,650,000 "
26109,40," $26,900,000 "
26103,114," $67,025,000 "
26153,12," $9,200,000 "
26095,2," $500,000 "
26013,11," $8,525,000 "
26071,17," $6,375,000 "
26131,4," $1,000,000 "
26053,20," $10,450,000 "
19181,44," $29,750,000 "
19001,18," $18,775,000 "
19077,10," $6,300,000 "
19049,256," $188,475,000 "
19127,8," $9,450,000 "
19197,27," $30,575,000 "
19083,28," $16,150,000 "
19079,35," $23,700,000 "
19069,18," $9,150,000 "
19153,1159," $809,650,000 "
19185,6," $6,425,000 "
19169,123," $78,900,000 "
19015,35," $12,975,000 "
19009,21," $11,575,000 "
19029,27," $14,625,000 "
19165,25," $15,400,000 "
19027,50," $28,675,000 "
19073,11," $12,625,000 "
19123,123," $75,625,000 "
19157,15," $8,375,000 "
19099,49," $32,950,000 "
19121,8," $3,700,000 "
19125,14," $18,925,000 "
19135,12," $9,225,000 "
19117,6," $3,175,000 "
19025,8," $7,350,000 "
19053,5," $3,750,000 "
19175,0, $-   
19159,7," $6,675,000 "
19107,8," $10,275,000 "
19171,54," $31,800,000 "
19039,0, $-   
19095,22," $16,975,000 "
19075,21," $8,625,000 "
19187,66," $41,450,000 "
19195,22," $15,475,000 "
19033,100," $68,725,000 "
19081,21," $24,775,000 "
19189,19," $8,575,000 "
19109,31," $28,750,000 "
19131,8," $4,950,000 "
19091,27," $23,250,000 "
19067,30," $21,575,000 "
19023,97," $61,225,000 "
19089,26," $20,900,000 "
19151,9," $6,350,000 "
19021,6," $1,500,000 "
19063,1," $1,500,000 "
19147,12," $10,025,000 "
19041,60," $34,250,000 "
19161,38," $26,425,000 "
19037,15," $20,525,000 "
19065,18," $15,225,000 "
19043,33," $30,900,000 "
19019,31," $21,800,000 "
19013,168," $131,150,000 "
19017,27," $34,475,000 "
19055,53," $37,125,000 "
19011,181," $147,875,000 "
19003,10," $11,875,000 "
19173,6," $4,025,000 "
19145,12," $7,525,000 "
19137,12," $14,775,000 "
19149,44," $25,075,000 "
19035,23," $16,500,000 "
19167,148," $130,375,000 "
19193,203," $135,650,000 "
19093,19," $19,350,000 "
19047,35," $24,925,000 "
19141,18," $7,475,000 "
19133,10," $7,875,000 "
19119,46," $26,850,000 "
19143,2," $500,000 "
19059,46," $23,100,000 "
19155,110," $67,225,000 "
19129,15," $13,125,000 "
19085,15," $13,300,000 "
19071,15," $11,600,000 "
19061,229," $176,325,000 "
19097,10," $4,625,000 "
